fumblesRecovered,rushingTDs,puntReturnYards,puntReturnTDs,puntReturns,passingTDs,kickingPoints,interceptionYards,interceptionTDs,passesIntercepted,firstDowns,thirdDownEff,fourthDownEff,totalYards,netPassingYards,completionAttempts,yardsPerPass,rushingYards,rushingAttempts,yardsPerRushAttempt,totalPenaltiesYards,turnovers,fumblesLost,interceptions,possessionTime,kickReturnYards,kickReturnTDs,kickReturns,team,home_away,points,game_id,season,week,season_type
1,4,0,0,1,0,7,16,0,1,25,8-12,0-0,436,120,8-11,9.9,327,61,5.4,0-0,1,0,1,23:27,,,,Louisiana,away,31,253090249,2005,10,regular
0,3,,,,1,4,4,0,1,19,6-9,0-0,375,112,8-14,8.0,263,33,8.0,0-0,2,1,1,13:26,,,,North Texas,home,28,253090249,2005,10,regular
0,2,0,0,1,2,5,0,0,1,20,4-9,0-1,451,338,19-30,10.4,138,27,5.1,0-0,2,1,1,17:47,,,,Houston,away,29,253092116,2005,10,regular
1,2,13,0,2,2,6,0,0,1,26,7-15,0-2,495,275,21-30,9.2,220,54,4.1,0-0,1,0,1,22:54,,,,UCF,home,31,253092116,2005,10,regular
1,0,5,0,1,4,13,3,0,2,32,3-12,2-3,551,334,25-42,8.0,217,37,5.9,0-0,1,0,1,19:54,,,,UAB,away,37,253050235,2005,10,regular
0,1,,,,1,8,33,0,1,18,6-14,1-3,405,187,16-22,8.5,218,44,5.0,0-0,3,1,2,16:46,,,,Memphis,home,20,253050235,2005,10,regular
1,2,3,0,1,2,11,62,1,1,24,6-12,2-2,435,357,25-34,10.0,95,30,3.2,0-0,3,1,2,16:38,,,,UTEP,home,41,253092638,2005,10,regular
1,4,7,0,2,1,8,0,0,2,20,10-19,0-0,402,274,23-40,6.6,139,38,3.7,0-0,2,1,1,20:00,,,,Tulsa,away,38,253092638,2005,10,regular
2,0,-8,0,4,1,1,,,,17,7-20,1-4,230,70,10-31,2.1,166,50,3.3,0-0,3,2,1,19:10,,,,Rice,away,7,253092567,2005,10,regular
2,3,46,0,5,0,9,0,0,1,16,4-14,0-0,391,116,9-17,6.5,280,49,5.7,0-0,2,2,0,17:29,,,,SMU,home,27,253092567,2005,10,regular
3,6,53,0,7,0,15,0,0,1,23,7-16,1-1,449,194,17-29,6.4,262,45,5.8,0-0,2,0,2,19:17,,,,Virginia,home,51,253090258,2005,10,regular
0,0,17,0,2,0,3,0,0,2,11,4-18,1-1,170,188,16-37,4.3,10,27,0.4,0-0,4,3,1,17:18,,,,Temple,away,3,253090258,2005,10,regular
1,2,17,0,5,0,5,,,,22,7-16,0-3,478,390,27-44,8.5,106,38,2.8,0-0,4,4,0,17:53,,,,Utah State,home,17,253090328,2005,10,regular
4,2,13,0,2,1,9,,,,20,3-11,0-0,276,178,16-26,5.8,126,38,3.3,0-0,1,1,0,18:26,,,,Louisiana Tech,away,27,253090328,2005,10,regular
1,0,-1,0,3,1,0,0,0,1,10,5-18,1-3,176,128,14-38,3.0,61,28,2.2,0-0,4,1,3,14:27,,,,New Mexico State,away,6,253090068,2005,10,regular
1,6,41,0,5,2,8,0,0,1,31,10-16,0-2,524,221,19-33,6.7,303,58,5.2,0-0,2,1,1,22:12,,,,Boise State,home,56,253090068,2005,10,regular
1,1,14,0,3,1,7,,,,18,7-18,0-0,296,205,13-32,5.8,109,39,2.8,0-0,3,1,2,17:15,,,,Tennessee,away,21,253090087,2005,10,regular
1,0,118,1,5,3,11,74,1,2,14,6-16,0-1,343,309,20-33,8.9,48,34,1.4,0-0,1,1,0,19:33,,,,Notre Dame,home,41,253090087,2005,10,regular
0,2,-2,0,3,4,6,,,,22,9-13,0-0,419,367,28-42,8.6,58,25,2.3,0-0,4,2,2,15:07,,,,Vanderbilt,away,42,253090057,2005,10,regular
2,4,19,0,3,3,7,3,0,2,29,9-16,1-2,448,266,32-41,6.3,191,42,4.5,0-0,0,0,0,21:21,,,,Florida,home,49,253090057,2005,10,regular
2,0,13,0,4,1,4,,,,17,4-14,0-4,356,170,12-24,5.7,219,48,4.6,0-0,1,0,1,19:27,,,,Arkansas,home,10,253090008,2005,10,regular
0,0,0,0,2,2,2,0,0,1,16,5-14,0-0,187,172,12-25,5.7,45,33,1.4,0-0,2,2,0,17:13,,,,South Carolina,away,14,253090008,2005,10,regular
0,6,2,0,3,1,7,0,0,1,24,8-13,0-1,589,201,13-21,9.6,388,49,7.9,0-0,2,2,0,21:23,,,,Auburn,away,49,253090096,2005,10,regular
2,2,17,0,2,1,9,,,,20,6-16,1-2,450,358,26-43,7.8,115,27,4.3,0-0,1,0,1,16:11,,,,Kentucky,home,27,253090096,2005,10,regular
2,0,0,0,2,0,,11,0,2,8,4-14,0-2,103,95,10-30,2.6,26,25,1.0,0-0,4,1,3,14:31,,,,Mississippi State,home,0,253090344,2005,10,regular
1,0,17,0,4,0,5,17,1,3,19,4-15,0-1,298,129,14-22,5.3,182,47,3.9,0-0,4,2,2,22:01,,,,Alabama,away,17,253090344,2005,10,regular
0,1,,,,3,2,,,,25,5-12,1-1,461,447,30-46,9.0,46,19,2.4,0-0,2,1,1,14:16,,,,Hawai'i,away,28,253092440,2005,10,regular
1,3,25,0,2,2,8,14,0,1,29,10-18,1-1,440,225,20-36,5.7,236,50,4.7,0-0,0,0,0,22:20,,,,Nevada,home,38,253092440,2005,10,regular
0,0,2,0,2,0,,,,,14,5-14,0-0,256,74,10-22,3.6,176,36,4.9,7-50,0,0,0,19:51,64,0,3,Appalachian State,away,0,253090099,2005,10,regular
0,1,8,0,3,2,6,,,,21,3-9,0-0,371,217,16-22,9.5,163,32,5.1,0-0,0,0,0,16:49,,,,LSU,home,24,253090099,2005,10,regular
0,1,7,0,2,1,1,29,0,1,14,2-9,0-0,222,179,12-24,6.0,79,31,2.5,0-0,10,7,3,14:22,,,,Buffalo,away,13,253090193,2005,10,regular
7,0,48,0,5,4,18,31,1,3,25,7-18,1-2,447,306,26-45,6.6,149,45,3.3,0-0,1,0,1,22:33,,,,Miami (OH),home,54,253090193,2005,10,regular
0,1,30,0,5,2,12,10,0,2,26,3-13,1-2,529,236,22-31,7.6,293,44,6.7,0-0,1,0,1,15:22,,,,Toledo,away,30,253080195,2005,10,regular
0,3,0,0,1,0,3,0,0,1,18,2-13,0-1,294,159,13-23,6.4,146,38,3.8,0-0,2,0,2,12:16,,,,Ohio,home,21,253080195,2005,10,regular
1,2,53,0,3,1,,0,0,1,16,5-16,1-1,282,136,11-18,6.3,169,50,3.4,0-0,0,0,0,19:43,,,,Bowling Green,away,24,253092309,2005,10,regular
0,0,-2,0,3,2,2,,,,17,5-14,0-1,247,260,27-39,5.7,25,23,1.1,0-0,2,1,1,16:03,,,,Kent State,home,14,253092309,2005,10,regular
0,0,,,,1,11,0,0,1,17,5-17,0-0,251,169,18-29,5.0,106,43,2.5,0-0,0,0,0,19:04,,,,Ball State,home,23,253092050,2005,10,regular
0,0,0,0,4,2,5,,,,20,6-17,1-2,369,298,22-44,6.5,84,28,3.0,0-0,1,0,1,17:36,,,,Akron,away,17,253092050,2005,10,regular
1,1,1,0,1,4,6,,,,24,7-15,3-5,434,416,40-59,6.8,35,16,2.2,0-0,2,1,1,17:14,,,,Eastern Michigan,home,36,253092199,2005,10,regular
1,2,17,0,1,4,8,38,0,1,28,7-12,1-1,432,257,23-31,7.8,189,41,4.6,0-0,1,1,0,18:37,,,,Western Michigan,away,44,253092199,2005,10,regular
2,1,14,0,4,3,7,,,,18,4-13,0-0,441,474,31-43,10.1,6,22,0.3,0-0,1,0,1,15:26,,,,Northern Illinois,away,31,253092117,2005,10,regular
0,0,9,0,3,4,4,0,0,1,32,10-19,0-1,588,404,33-51,7.5,206,46,4.5,0-0,2,2,0,21:14,,,,Central Michigan,home,28,253092117,2005,10,regular
0,0,25,0,2,0,10,,,,19,9-18,0-0,310,220,20-32,6.6,99,40,2.5,0-0,1,0,1,20:43,,,,North Carolina,home,16,253090153,2005,10,regular
0,1,33,0,2,1,2,0,0,1,20,6-15,1-1,337,251,26-41,5.8,100,30,3.3,0-0,0,0,0,15:57,,,,Boston College,away,14,253090153,2005,10,regular
0,1,2,0,2,1,8,,,,20,7-17,1-1,407,339,26-43,7.6,79,28,2.8,0-0,2,1,1,28:06,,,,Duke,away,20,253090228,2005,10,regular
1,5,19,0,4,2,7,,,,24,3-10,2-3,450,228,14-24,9.0,234,41,5.7,0-0,0,0,0,16:16,,,,Clemson,home,49,253090228,2005,10,regular
2,1,40,0,5,2,12,39,0,1,17,8-17,0-0,387,208,12-27,7.4,187,42,4.5,0-0,0,0,0,19:24,,,,Georgia Tech,home,30,253090059,2005,10,regular
0,1,12,0,2,1,5,,,,16,6-16,1-3,260,178,19-33,4.8,100,35,2.9,0-0,3,2,1,17:18,,,,Wake Forest,away,17,253090059,2005,10,regular
6,1,21,0,2,1,9,0,0,2,17,6-15,0-2,304,154,15-25,6.1,152,43,3.5,0-0,1,0,1,20:43,,,,Miami,away,27,253090259,2005,10,regular
0,1,28,0,4,0,1,0,0,1,13,2-12,2-3,167,122,8-22,4.1,77,34,2.3,0-0,8,6,2,15:58,,,,Virginia Tech,home,7,253090259,2005,10,regular
0,3,65,0,2,3,9,0,0,1,30,10-17,2-4,531,393,23-36,10.3,161,51,3.2,0-0,0,0,0,23:18,,,,Fresno State,home,45,253090278,2005,10,regular
0,1,,,,0,1,,,,14,5-13,0-2,259,48,5-23,2.1,211,31,6.8,0-0,1,0,1,13:07,,,,San José State,away,7,253090278,2005,10,regular
2,0,16,0,2,3,7,16,0,1,16,6-13,0-0,295,243,21-35,6.7,60,25,2.4,0-0,1,1,0,16:03,,,,Florida International,away,31,253092433,2005,10,regular
1,3,11,0,4,1,5,,,,29,7-13,1-3,484,387,32-49,7.8,100,31,3.2,0-0,3,2,1,20:36,,,,Louisiana Monroe,home,29,253092433,2005,10,regular
0,0,,,,2,2,,,,15,5-15,1-1,330,216,21-37,5.8,114,27,4.2,0-0,1,0,1,17:18,,,,Florida Atlantic,away,14,253092653,2005,10,regular
0,1,31,0,5,3,4,14,0,1,19,5-15,1-1,383,272,17-27,10.0,112,38,2.9,0-0,0,0,0,19:21,,,,Troy,home,28,253092653,2005,10,regular
1,2,25,0,2,4,6,-7,0,1,29,7-12,1-2,505,284,22-31,9.2,221,39,5.7,0-0,1,0,1,17:05,,,,Notre Dame,home,42,253160087,2005,11,regular
0,2,,,,1,3,16,0,1,21,8-14,2-3,314,75,4-10,7.5,239,58,4.1,0-0,2,1,1,19:35,,,,Navy,away,21,253160087,2005,11,regular
0,4,0,0,1,2,5,,,,25,13-17,1-1,450,123,8-13,9.5,327,63,5.2,0-0,0,0,0,22:25,,,,Minnesota,home,41,253160135,2005,11,regular
0,0,0,0,1,2,4,,,,24,6-13,1-2,457,312,29-46,6.8,145,21,6.9,0-0,0,0,0,14:15,,,,Michigan State,away,18,253160135,2005,11,regular
1,4,10,0,3,1,7,53,0,3,26,5-14,0-0,391,218,18-26,7.7,190,47,4.0,0-0,1,0,1,19:46,,,,Purdue,home,37,253162509,2005,11,regular
0,0,,,,0,3,41,0,1,15,6-19,0-1,265,111,11-28,3.5,168,42,4.0,0-0,4,1,3,16:55,,,,Illinois,away,3,253162509,2005,11,regular
0,0,31,0,3,2,8,,,,21,8-17,0-0,390,228,21-34,6.6,166,37,4.5,0-0,2,1,1,18:09,,,,Iowa,away,20,253160275,2005,11,regular
1,0,16,0,3,1,4,30,0,1,16,7-18,1-1,276,284,21-38,6.8,19,31,0.6,0-0,0,0,0,18:02,,,,Wisconsin,home,10,253160275,2005,11,regular
2,0,0,0,2,2,2,,,,9,3-14,0-1,210,161,13-30,4.9,63,28,2.3,0-0,1,0,1,14:30,,,,Indiana,away,14,253150130,2005,11,regular
0,3,104,0,7,3,5,21,0,1,26,10-18,0-3,425,231,23-37,5.6,216,49,4.4,0-0,2,2,0,22:10,,,,Michigan,home,41,253150130,2005,11,regular
0,0,0,0,1,1,1,13,0,1,16,6-16,0-1,251,171,18-40,3.8,98,29,3.4,0-0,2,1,1,15:11,,,,Northwestern,away,7,253160194,2005,11,regular
1,5,89,1,6,0,12,-6,0,1,23,6-11,0-0,422,106,9-15,7.0,317,54,5.9,0-0,1,0,1,20:44,,,,Ohio State,home,48,253160194,2005,11,regular
0,1,8,0,2,0,4,32,0,1,17,1-8,0-1,299,140,13-23,5.7,167,31,5.4,0-0,6,2,4,14:36,,,,California,home,10,253160025,2005,11,regular
2,5,0,0,2,0,5,12,0,4,26,7-14,0-1,434,260,20-32,7.7,188,47,4.0,0-0,1,0,1,22:04,,,,USC,away,35,253160025,2005,11,regular
2,2,0,0,1,3,5,,,,29,8-14,2-3,515,356,27-37,9.0,181,45,4.0,0-0,3,3,0,18:15,,,,Arizona State,away,35,253160026,2005,11,regular
3,1,,,,5,9,,,,23,7-12,0-2,660,519,22-27,18.9,150,39,3.8,0-0,2,2,0,18:25,,,,UCLA,home,45,253160026,2005,11,regular
0,0,2,0,1,2,,0,0,1,21,6-14,0-0,322,243,22-41,5.7,87,30,2.9,0-0,6,3,3,17:12,,,,Arizona,home,14,253160012,2005,11,regular
3,3,40,0,2,1,8,91,1,3,21,5-14,1-3,490,173,10-19,8.3,333,52,6.4,0-0,1,0,1,19:09,,,,Washington,away,38,253160012,2005,11,regular
1,0,21,0,6,1,5,55,1,2,16,5-19,0-0,312,288,16-40,6.3,62,30,2.1,0-0,1,0,1,17:36,,,,Oregon State,home,17,253160204,2005,11,regular
0,0,28,0,2,2,8,0,0,1,18,5-17,0-0,302,257,18-33,7.1,68,40,1.7,0-0,3,1,2,19:04,,,,Stanford,away,20,253160204,2005,11,regular
0,3,24,0,7,0,,15,0,3,20,3-14,1-1,427,99,5-14,6.4,338,51,6.6,0-0,1,0,1,19:25,,,,South Florida,away,27,253160183,2005,11,regular
0,0,33,0,5,0,,0,0,1,12,4-15,0-1,182,88,8-26,2.5,117,37,3.2,0-0,3,0,3,17:16,,,,Syracuse,home,0,253160183,2005,11,regular
0,0,13,0,3,0,0,,,,20,6-18,0-0,299,183,18-35,4.5,143,37,3.9,0-0,3,0,3,20:19,,,,Connecticut,away,0,253160221,2005,11,regular
0,1,7,0,2,1,6,67,0,3,11,4-13,0-0,192,138,12-21,5.5,76,34,2.2,0-0,0,0,0,16:20,,,,Pittsburgh,home,24,253160221,2005,11,regular
0,5,39,0,8,3,8,32,0,2,25,7-12,1-1,500,355,23-31,10.9,161,43,3.7,0-0,1,1,0,20:24,,,,Louisville,home,56,253150097,2005,11,regular
1,0,6,0,2,0,3,,,,9,1-12,0-1,187,97,12-24,3.8,96,26,3.7,0-0,2,0,2,16:16,,,,Rutgers,away,5,253150097,2005,11,regular
0,0,5,0,1,0,,,,,15,4-12,0-0,269,219,21-29,7.1,62,33,1.9,0-0,4,2,2,17:59,,,,Cincinnati,home,0,253132132,2005,11,regular
2,4,52,0,5,1,8,28,0,2,17,6-14,0-0,406,113,8-13,8.4,297,50,5.9,0-0,0,0,0,18:02,,,,West Virginia,away,38,253132132,2005,11,regular
3,1,-4,0,2,0,3,36,0,1,17,5-19,0-1,351,118,6-30,3.4,248,50,5.0,0-0,2,1,1,17:04,,,,Kansas State,away,25,253160158,2005,11,regular
1,1,29,0,8,2,9,0,0,1,20,5-14,0-1,334,249,22-38,6.3,93,35,2.7,0-0,4,3,1,18:58,,,,Nebraska,home,27,253160158,2005,11,regular
1,0,,,,1,12,91,1,2,15,2-14,0-1,287,263,20-38,6.6,36,25,1.4,0-0,1,1,0,14:24,,,,Iowa State,home,30,253160066,2005,11,regular
1,1,2,0,3,0,10,,,,23,3-14,0-2,363,297,25-42,6.8,79,38,2.1,0-0,3,1,2,21:41,,,,Colorado,away,16,253160066,2005,11,regular
1,0,23,0,4,2,4,0,0,1,19,7-20,0-2,347,306,27-50,5.4,77,33,2.3,0-0,1,0,1,20:04,,,,Baylor,away,16,253160142,2005,11,regular
0,3,33,0,6,0,7,32,1,1,17,7-18,2-2,370,72,9-23,3.1,298,50,6.0,0-0,2,1,1,16:36,,,,Missouri,home,31,253160142,2005,11,regular
1,3,91,1,7,4,12,31,0,1,29,7-14,0-0,617,293,19-28,10.0,336,53,6.3,0-0,1,0,1,21:05,,,,Texas,home,66,253160251,2005,11,regular
0,2,10,0,3,0,2,18,0,1,9,2-15,0-1,267,165,17-35,4.2,119,22,5.4,0-0,2,1,1,15:35,,,,Kansas,away,14,253160251,2005,11,regular
2,2,46,0,2,1,6,5,0,1,19,8-17,0-0,397,104,11-23,4.1,303,52,5.8,0-0,3,2,1,21:03,,,,Oklahoma State,home,24,253160197,2005,11,regular
2,0,34,0,4,1,5,19,0,1,19,0-10,0-2,338,327,29-42,7.3,30,19,1.6,0-0,3,2,1,15:38,,,,Texas Tech,away,17,253160197,2005,11,regular
0,4,5,0,2,1,4,0,0,1,27,7-14,0-1,509,315,20-29,10.3,211,48,4.4,0-0,3,2,1,18:40,,,,Oklahoma,home,36,253160201,2005,11,regular
2,1,,,,2,12,0,0,1,24,5-15,0-0,450,184,12-35,4.5,292,44,6.6,0-0,1,0,1,17:15,,,,Texas A&M,away,30,253160201,2005,11,regular
4,2,19,0,4,1,1,44,1,2,16,4-17,1-2,285,239,16-30,6.6,88,44,2.0,0-0,2,0,2,21:20,,,,New Mexico,away,31,253160254,2005,11,regular
0,0,16,0,5,4,3,12,0,2,19,4-15,0-2,441,443,18-41,9.3,60,32,1.9,0-0,6,4,2,15:26,,,,Utah,home,27,253160254,2005,11,regular
0,2,46,0,1,1,3,,,,21,7-9,0-1,407,242,20-25,9.6,166,33,5.0,0-0,5,3,2,13:30,,,,Wyoming,home,21,253162751,2005,11,regular
3,3,14,0,1,2,5,8,0,2,25,10-16,0-0,446,186,20-29,6.2,267,50,5.3,0-0,0,0,0,23:10,,,,BYU,away,35,253162751,2005,11,regular
0,1,0,0,1,,12,-2,0,3,18,4-14,0-0,375,179,14-24,7.5,196,42,4.7,0-0,1,1,0,18:57,,,,San Diego State,away,30,253160036,2005,11,regular
1,1,27,0,2,0,4,,,,20,5-16,0-2,352,169,19-37,4.5,187,37,5.1,0-0,3,0,3,18:34,,,,Colorado State,home,10,253160036,2005,11,regular
1,4,13,0,3,2,15,22,0,1,29,7-18,3-6,587,301,21-35,8.6,286,60,4.8,0-0,1,0,1,22:35,,,,TCU,home,51,253162628,2005,11,regular
0,0,,,,0,3,14,0,1,6,2-16,0-1,157,180,12-31,4.9,5,25,0.2,0-0,2,1,1,13:36,,,,UNLV,away,3,253162628,2005,11,regular
0,2,7,0,2,2,10,6,0,1,27,11-19,1-2,459,232,28-44,5.2,232,41,5.7,0-0,1,1,0,22:16,,,,Louisiana Monroe,away,34,253162393,2005,11,regular
1,3,25,0,1,1,7,,,,20,5-12,0-1,398,294,20-33,8.2,126,36,3.5,0-0,1,0,1,14:23,,,,Middle Tennessee,home,31,253162393,2005,11,regular
0,2,,,,1,8,36,0,1,22,4-13,1-1,378,160,13-22,6.9,227,48,4.7,0-0,0,0,0,19:19,,,,Florida Atlantic,home,26,253162226,2005,11,regular
0,1,16,1,5,1,5,,,,17,6-18,2-3,348,187,15-35,5.3,161,38,4.2,0-0,1,0,1,17:21,,,,North Texas,away,23,253162226,2005,11,regular
0,1,11,0,3,1,12,62,1,2,18,3-13,1-1,424,335,25-40,8.4,89,28,3.2,0-0,1,1,0,16:47,,,,North Carolina,home,30,253160153,2005,11,regular
1,1,18,0,4,3,9,,,,24,6-18,0-1,524,395,19-31,12.1,150,49,3.1,0-0,2,0,2,12:46,,,,Maryland,away,33,253160153,2005,11,regular
1,2,7,0,2,1,3,,,,19,7-16,0-1,430,259,20-39,6.2,190,30,6.3,0-0,5,3,2,17:10,,,,UAB,home,21,253160005,2005,11,regular
3,2,23,0,2,0,,46,0,2,19,3-13,1-1,358,186,15-24,7.6,175,44,4.0,0-0,1,1,0,19:10,,,,UCF,away,27,253160005,2005,11,regular
1,0,45,0,5,2,8,,,,20,5-14,1-1,341,227,15-27,8.0,126,37,3.4,0-0,1,0,1,16:55,,,,Tennessee,home,20,253162633,2005,11,regular
0,1,6,0,5,0,10,37,0,1,17,3-14,0-1,293,134,13-30,4.3,165,38,4.3,0-0,1,1,0,19:31,,,,Memphis,away,16,253162633,2005,11,regular
1,1,23,0,2,2,9,1,0,1,25,6-15,2-3,470,328,24-36,8.8,155,47,3.3,0-0,3,3,0,17:31,,,,Houston,home,27,253160248,2005,11,regular
3,1,28,0,1,2,6,,,,17,5-18,2-3,319,304,23-45,6.6,24,26,0.9,0-0,2,1,1,13:05,,,,Southern Mississippi,away,24,253160248,2005,11,regular
1,1,37,0,3,2,6,17,0,1,23,7-16,0-0,409,231,18-35,6.2,191,41,4.7,0-0,1,0,1,17:22,,,,Marshall,home,24,253120276,2005,11,regular
0,2,8,0,3,1,9,2,0,1,19,4-13,0-0,383,224,17-28,8.0,159,40,4.0,0-0,2,1,1,18:38,,,,Southern Mississippi,away,27,253120276,2005,11,regular
1,4,34,0,5,2,9,0,0,1,26,4-11,0-0,495,268,21-31,8.3,238,35,6.8,0-0,0,0,0,18:51,,,,Tulsa,home,45,253160202,2005,11,regular
0,0,2,0,2,1,7,,,,16,4-15,0-1,349,245,21-34,6.7,120,32,3.8,0-0,2,1,1,17:13,,,,East Carolina,away,13,253160202,2005,11,regular
1,5,11,0,2,1,6,29,0,1,22,5-13,2-3,506,114,5-13,8.8,392,59,6.6,0-0,2,1,1,16:35,,,,Rice,home,42,253160242,2005,11,regular
1,1,8,0,1,3,10,5,0,1,22,6-14,1-3,452,298,22-38,7.8,154,38,4.1,0-0,2,1,1,19:06,,,,Tulane,away,34,253160242,2005,11,regular
1,2,18,0,3,3,11,16,0,3,19,7-15,0-0,499,284,18-32,8.9,215,40,5.4,0-0,3,2,1,17:13,,,,Louisiana Tech,away,41,253160070,2005,11,regular
2,0,26,0,2,2,16,27,0,1,24,7-17,1-1,424,350,27-51,6.7,81,27,3.0,0-0,4,1,3,18:42,,,,Idaho,home,38,253160070,2005,11,regular
1,1,21,0,3,2,9,11,0,2,24,7-16,1-4,513,314,22-37,8.3,206,46,4.5,0-0,1,0,1,24:23,,,,Fresno State,home,27,253140278,2005,11,regular
0,1,8,0,1,0,1,0,0,1,13,4-12,0-2,294,215,15-32,5.9,104,22,4.7,0-0,3,1,2,11:36,,,,Boise State,away,7,253140278,2005,11,regular
2,3,0,0,4,0,7,,,,23,6-15,1-1,506,299,16-28,10.0,227,46,4.9,0-0,2,1,1,20:10,,,,Auburn,away,31,253160061,2005,11,regular
1,1,16,0,5,2,12,5,0,1,22,5-14,0-0,446,316,20-36,8.4,142,31,4.6,0-0,2,2,0,20:20,,,,Georgia,home,30,253160061,2005,11,regular
0,4,0,0,2,0,6,48,0,1,16,3-10,1-1,246,139,7-17,7.4,120,36,3.3,0-0,0,0,0,15:50,,,,South Carolina,home,30,253162579,2005,11,regular
0,0,2,0,1,2,8,,,,21,4-13,2-2,359,244,18-31,6.8,149,37,4.0,0-0,1,0,1,20:51,,,,Florida,away,22,253162579,2005,11,regular
1,1,18,0,1,5,7,0,0,1,30,4-16,3-6,514,404,39-67,5.9,119,27,4.4,0-0,3,3,0,19:26,,,,Vanderbilt,home,43,253160238,2005,11,regular
3,5,88,0,2,0,12,,,,16,7-16,0-0,365,160,12-20,7.8,210,43,4.9,0-0,2,1,1,17:13,,,,Kentucky,away,48,253160238,2005,11,regular
0,1,1,0,6,1,4,,,,16,5-15,0-1,275,254,16-30,7.6,46,33,1.4,0-0,0,0,0,17:18,,,,LSU,away,16,253160333,2005,11,regular
0,0,0,0,5,1,7,,,,20,5-17,0-1,284,231,19-40,4.7,97,32,3.0,0-0,0,0,0,19:22,,,,Alabama,home,13,253160333,2005,11,regular
0,0,34,0,3,3,4,42,1,2,17,9-15,0-0,264,196,17-24,7.3,89,40,2.2,0-0,2,2,0,16:31,,,,Arkansas,away,28,253160145,2005,11,regular
2,1,0,0,5,1,5,,,,14,8-20,1-1,326,353,21-40,7.9,10,34,0.3,0-0,2,0,2,19:39,,,,Ole Miss,home,17,253160145,2005,11,regular
2,0,0,0,2,3,6,17,0,1,21,5-14,2-2,398,382,33-47,7.6,41,19,2.2,0-0,4,4,0,13:05,,,,New Mexico State,home,24,253160166,2005,11,regular
4,2,51,0,5,3,12,,,,31,9-15,0-0,560,271,22-34,8.0,289,50,5.8,0-0,3,2,1,23:01,,,,Nevada,away,48,253160166,2005,11,regular
2,3,5,0,1,3,12,,,,25,3-11,0-0,579,476,30-45,10.3,115,24,4.8,0-0,2,0,2,16:35,,,,Hawai'i,home,50,253160062,2005,11,regular
0,2,32,0,4,1,5,9,0,2,15,3-15,0-1,371,229,17-24,9.1,153,44,3.5,0-0,2,2,0,20:04,,,,Utah State,away,23,253160062,2005,11,regular
2,1,4,0,2,0,4,10,0,2,11,6-18,1-2,204,112,16-23,4.2,107,39,2.7,0-0,0,0,0,21:17,,,,Buffalo,away,10,253162309,2005,11,regular
0,0,62,0,4,0,6,,,,15,6-14,0-1,138,229,23-40,4.4,-37,20,-1.9,0-0,4,2,2,14:53,,,,Kent State,home,6,253162309,2005,11,regular
1,2,41,0,5,1,6,,,,35,13-24,1-2,575,475,46-71,6.5,115,39,2.9,0-0,4,1,3,21:13,,,,Central Michigan,away,24,253162711,2005,11,regular
1,0,7,0,3,4,7,54,0,3,15,4-14,0-0,365,255,16-29,8.2,126,35,3.6,0-0,1,1,0,14:14,,,,Western Michigan,home,31,253162711,2005,11,regular
2,1,13,0,4,1,13,,,,26,6-17,0-0,493,346,25-36,9.1,167,49,3.4,0-0,1,0,1,24:13,,,,Eastern Michigan,home,25,253162199,2005,11,regular
0,0,,,,3,2,30,1,1,15,2-13,1-1,237,223,17-33,6.2,33,22,1.5,0-0,2,2,0,12:34,,,,Ball State,away,26,253162199,2005,11,regular
0,2,24,0,5,3,5,11,0,1,18,6-16,0-1,354,296,21-33,8.2,85,41,2.1,0-0,1,0,1,20:19,,,,Clemson,home,35,253160228,2005,11,regular
0,0,53,1,5,0,6,0,0,1,11,5-19,0-1,226,164,13-34,3.6,102,32,3.2,0-0,2,0,2,16:13,,,,Florida State,away,14,253160228,2005,11,regular
2,0,4,0,5,1,4,,,,16,3-16,2-3,306,253,13-30,8.2,59,40,1.5,0-0,1,0,1,18:00,,,,NC State,away,10,253160103,2005,11,regular
0,3,48,0,6,1,6,31,0,1,12,2-12,0-0,335,193,8-16,11.6,150,42,3.6,0-0,2,2,0,00:00,,,,Boston College,home,30,253160103,2005,11,regular
3,2,4,0,3,5,5,36,0,3,20,4-13,1-2,515,326,18-31,10.4,194,37,5.2,0-0,2,1,1,16:12,,,,Miami,away,47,253160154,2005,11,regular
1,1,1,0,4,1,5,3,0,1,19,7-17,1-2,369,266,15-31,7.6,133,48,2.8,0-0,6,3,3,19:31,,,,Wake Forest,home,17,253160154,2005,11,regular
0,2,9,0,3,1,9,0,0,1,24,8-16,1-1,366,216,21-29,7.1,161,45,3.6,0-0,1,0,1,20:11,,,,Virginia,home,27,253160258,2005,11,regular
0,1,26,0,3,1,5,0,0,1,21,5-12,0-0,343,207,20-39,5.3,136,27,5.0,0-0,1,0,1,16:29,,,,Georgia Tech,away,17,253160258,2005,11,regular
2,1,32,0,3,0,9,0,0,1,11,0-0,0-0,275,213,21-34,6.3,62,23,2.7,15-106,3,0,3,15:02,69,0,5,UMass,away,27,253160349,2005,11,regular
0,2,9,0,1,2,6,60,0,3,15,8-17,0-1,344,233,22-27,8.3,120,40,3.0,0-0,3,2,1,21:38,,,,Army,home,34,253160349,2005,11,regular
0,0,,,,,,,,,10,0-0,0-0,146,18,7-16,2.6,105,39,2.7,6-40,0,0,0,19:33,,,,Texas Southern,away,0,253162638,2005,11,regular
